NUTS_ID, TIMESTAMP, MONTHLY_MAX                                                 
DE21N,2017-11-01,0                                                              
DE221,2017-11-01,0                                                              
DE222,2017-11-01,0                                                              
DE223,2017-11-01,0                                                              
DE224,2017-11-01,0                                                              
DE226,2017-11-01,0                                                              
DE227,2017-11-01,0                                                              
DE228,2017-11-01,0                                                              
DE229,2017-11-01,0                                                              
DE22A,2017-11-01,0                                                              
DE22B,2017-11-01,0                                                              
DE22C,2017-11-01,0                                                              
DE232,2017-11-01,0                                                              
DE233,2017-11-01,0                                                              
DE234,2017-11-01,0                                                              
DE235,2017-11-01,0                                                              
DE236,2017-11-01,0                                                              
DE237,2017-11-01,0                                                              
DE238,2017-11-01,0                                                              
DE239,2017-11-01,0                                                              
DE241,2017-11-01,0                                                              
DE245,2017-11-01,0                                                              
DE247,2017-11-01,0                                                              
DE248,2017-11-01,0                                                              
DE249,2017-11-01,0                                                              
DE24A,2017-11-01,0                                                              
DE24B,2017-11-01,0                                                              
DE24C,2017-11-01,0                                                              
DE252,2017-11-01,0                                                              
DE253,2017-11-01,0                                                              
DE254,2017-11-01,0                                                              
DE255,2017-11-01,0                                                              
DE257,2017-11-01,0                                                              
DE258,2017-11-01,0                                                              
DE259,2017-11-01,0                                                              
DE25B,2017-11-01,0                                                              
DE25C,2017-11-01,0                                                              
DE261,2017-11-01,0                                                              
DE262,2017-11-01,0                                                              
DE263,2017-11-01,0                                                              
DE264,2017-11-01,0                                                              
DE265,2017-11-01,0                                                              
DE266,2017-11-01,0                                                              
DE267,2017-11-01,0                                                              
DE268,2017-11-01,0                                                              
DE269,2017-11-01,0                                                              
DE26A,2017-11-01,0                                                              
DE26B,2017-11-01,0                                                              
DE26C,2017-11-01,0                                                              
DE271,2017-11-01,0                                                              
DE273,2017-11-01,0                                                              
DE274,2017-11-01,0                                                              
DE275,2017-11-01,0                                                              
DE276,2017-11-01,0                                                              
DE277,2017-11-01,0                                                              
DE278,2017-11-01,0                                                              
DE279,2017-11-01,0                                                              
DE27A,2017-11-01,0                                                              
DE27B,2017-11-01,0                                                              
DE27C,2017-11-01,0                                                              
DE27D,2017-11-01,0                                                              
DE27E,2017-11-01,0                                                              
DE300,2017-11-01,0                                                              
DE401,2017-11-01,0                                                              
DE402,2017-11-01,0                                                              
DE403,2017-11-01,0                                                              
DE404,2017-11-01,0                                                              
DE405,2017-11-01,0                                                              
DE406,2017-11-01,0                                                              
DE407,2017-11-01,0                                                              
DE408,2017-11-01,0                                                              
DE409,2017-11-01,0                                                              
DE40A,2017-11-01,0                                                              
DE40B,2017-11-01,0                                                              
DE40C,2017-11-01,0                                                              
DE40D,2017-11-01,0                                                              
DE40E,2017-11-01,0                                                              
DE40F,2017-11-01,0                                                              
DE40G,2017-11-01,0                                                              
DE40H,2017-11-01,0                                                              
DE40I,2017-11-01,0                                                              
DE501,2017-11-01,0                                                              
DE502,2017-11-01,0                                                              
DE600,2017-11-01,0                                                              
DE712,2017-11-01,0                                                              
DE713,2017-11-01,0                                                              
DE714,2017-11-01,0                                                              
DE715,2017-11-01,0                                                              
DE716,2017-11-01,0                                                              
DE717,2017-11-01,0                                                              
DE718,2017-11-01,0                                                              
DE719,2017-11-01,0                                                              
DE71A,2017-11-01,0                                                              
DE71B,2017-11-01,0                                                              
DE71C,2017-11-01,0                                                              
DE71D,2017-11-01,0                                                              
DE71E,2017-11-01,0                                                              
DE721,2017-11-01,0                                                              
DE722,2017-11-01,0                                                              
DE723,2017-11-01,0                                                              
DE724,2017-11-01,0                                                              
DE725,2017-11-01,0                                                              
DE731,2017-11-01,.777                                                           
DE732,2017-11-01,0                                                              
DE733,2017-11-01,0                                                              
DE734,2017-11-01,.889                                                           
DE735,2017-11-01,.927                                                           
DE736,2017-11-01,.927                                                           
DE737,2017-11-01,0                                                              
DE803,2017-11-01,0                                                              
DE80J,2017-11-01,0                                                              
DE80K,2017-11-01,0                                                              
DE80L,2017-11-01,0                                                              
DE80M,2017-11-01,0                                                              
DE80N,2017-11-01,0                                                              
DE80O,2017-11-01,0                                                              
DE911,2017-11-01,0                                                              
DE913,2017-11-01,0                                                              
DE914,2017-11-01,0                                                              
DE917,2017-11-01,0                                                              
DE918,2017-11-01,0                                                              
DE91A,2017-11-01,0                                                              
DE91C,2017-11-01,.742                                                           
DE922,2017-11-01,0                                                              
DE923,2017-11-01,0                                                              
DE925,2017-11-01,0                                                              
DE926,2017-11-01,0                                                              
DE927,2017-11-01,0                                                              
DE928,2017-11-01,0                                                              
DE929,2017-11-01,0                                                              
DE931,2017-11-01,0                                                              
DE932,2017-11-01,0                                                              
DE933,2017-11-01,0                                                              
DE934,2017-11-01,0                                                              
DE935,2017-11-01,0                                                              
DE936,2017-11-01,0                                                              
DE937,2017-11-01,0                                                              
DE938,2017-11-01,0                                                              
DE939,2017-11-01,0                                                              
DE93A,2017-11-01,0                                                              
DE93B,2017-11-01,0                                                              
DE942,2017-11-01,0                                                              
DE943,2017-11-01,0                                                              
DE946,2017-11-01,0                                                              
DE947,2017-11-01,0                                                              
DE948,2017-11-01,0                                                              
DE949,2017-11-01,0                                                              
DE94B,2017-11-01,0                                                              
DE94C,2017-11-01,0                                                              
DE94D,2017-11-01,0                                                              
DE94E,2017-11-01,0                                                              
DE94F,2017-11-01,0                                                              
DE94G,2017-11-01,0                                                              
DEA11,2017-11-01,0                                                              
DEA12,2017-11-01,0                                                              
DEA13,2017-11-01,0                                                              
DEA14,2017-11-01,0                                                              
DEA16,2017-11-01,0                                                              
DEA17,2017-11-01,0                                                              
DEA1B,2017-11-01,0                                                              
DEA1C,2017-11-01,0                                                              
DEA1D,2017-11-01,0                                                              
DEA1E,2017-11-01,0                                                              
DEA1F,2017-11-01,0                                                              
DEA22,2017-11-01,0                                                              
DEA23,2017-11-01,0                                                              
DEA24,2017-11-01,0                                                              
DEA26,2017-11-01,0                                                              
DEA27,2017-11-01,0                                                              
DEA29,2017-11-01,0                                                              
DEA2A,2017-11-01,0                                                              
DEA2C,2017-11-01,0                                                              
DEA2D,2017-11-01,0                                                              
DEA33,2017-11-01,0                                                              
DEA35,2017-11-01,0                                                              
DEA36,2017-11-01,0                                                              
DEA37,2017-11-01,0                                                              
DEA38,2017-11-01,0                                                              
DEA43,2017-11-01,0                                                              
DEA44,2017-11-01,0                                                              
DEA45,2017-11-01,0                                                              
DEA46,2017-11-01,0                                                              
DEA47,2017-11-01,0                                                              
DEA51,2017-11-01,0                                                              
DEA52,2017-11-01,0                                                              
DEA53,2017-11-01,0                                                              
DEA54,2017-11-01,0                                                              
DEA56,2017-11-01,0                                                              
DEA57,2017-11-01,0                                                              
DEA58,2017-11-01,0                                                              
DEA5B,2017-11-01,0                                                              
DEA5C,2017-11-01,0                                                              
DEB11,2017-11-01,0                                                              
DEB12,2017-11-01,0                                                              
DEB13,2017-11-01,0                                                              
DEB14,2017-11-01,0                                                              
DEB15,2017-11-01,0                                                              
DEB17,2017-11-01,0                                                              
DEB18,2017-11-01,0                                                              
DEB1A,2017-11-01,0                                                              
DEB1B,2017-11-01,0                                                              
DEB1C,2017-11-01,0                                                              
DEB1D,2017-11-01,0                                                              
DEB21,2017-11-01,0                                                              
DEB22,2017-11-01,0                                                              
DEB23,2017-11-01,0                                                              
DEB25,2017-11-01,0                                                              
DEB31,2017-11-01,0                                                              
DEB34,2017-11-01,0                                                              
DEB35,2017-11-01,0                                                              
DEB38,2017-11-01,0                                                              
DEB39,2017-11-01,0                                                              
DEB3A,2017-11-01,0                                                              
DEB3B,2017-11-01,0                                                              
DEB3D,2017-11-01,0                                                              
DEB3E,2017-11-01,0                                                              
DEB3G,2017-11-01,0                                                              
DEB3I,2017-11-01,0                                                              
DEB3J,2017-11-01,0                                                              
DEC01,2017-11-01,0                                                              
DEC02,2017-11-01,0                                                              
DEC04,2017-11-01,0                                                              
DEC05,2017-11-01,0                                                              
DED21,2017-11-01,0                                                              
DED2C,2017-11-01,0                                                              
DED2D,2017-11-01,0                                                              
DED2E,2017-11-01,0                                                              
DED2F,2017-11-01,0                                                              
DED41,2017-11-01,0                                                              
DED43,2017-11-01,0                                                              
DED44,2017-11-01,0                                                              
DED45,2017-11-01,0                                                              
DED51,2017-11-01,0                                                              
DED52,2017-11-01,0                                                              
DED53,2017-11-01,0                                                              
DEE01,2017-11-01,0                                                              
DEE02,2017-11-01,0                                                              
DEE03,2017-11-01,0                                                              
DEE05,2017-11-01,0                                                              
DEE06,2017-11-01,0                                                              
DEE07,2017-11-01,0                                                              
DEE08,2017-11-01,0                                                              
DEE09,2017-11-01,0                                                              
DEE0A,2017-11-01,0                                                              
DEE0B,2017-11-01,0                                                              
DEE0C,2017-11-01,0                                                              
DEE0D,2017-11-01,0                                                              
DEE0E,2017-11-01,0                                                              
DEF03,2017-11-01,0                                                              
DEF05,2017-11-01,0                                                              
DEF06,2017-11-01,0                                                              
DEF07,2017-11-01,0                                                              
DEF08,2017-11-01,0                                                              
DEF09,2017-11-01,0                                                              
DEF0B,2017-11-01,0                                                              
DEF0C,2017-11-01,0                                                              
DEF0E,2017-11-01,0                                                              
DEG02,2017-11-01,0                                                              
DEG03,2017-11-01,0                                                              
DEG06,2017-11-01,0                                                              
DEG09,2017-11-01,0                                                              
DEG0A,2017-11-01,0                                                              
DEG0B,2017-11-01,0                                                              
DEG0D,2017-11-01,0                                                              
DEG0G,2017-11-01,0                                                              
DEG0I,2017-11-01,0                                                              
DEG0J,2017-11-01,0                                                              
DEG0K,2017-11-01,0                                                              
DEG0L,2017-11-01,0                                                              
DEG0M,2017-11-01,0                                                              
DEG0N,2017-11-01,0                                                              
DEG0P,2017-11-01,0                                                              
DK031,2017-11-01,0                                                              
DK032,2017-11-01,0                                                              
DK041,2017-11-01,0                                                              
DK042,2017-11-01,0                                                              
DK050,2017-11-01,0                                                              
EE001,2017-11-01,0                                                              
EE004,2017-11-01,0                                                              
EE008,2017-11-01,0                                                              
EE009,2017-11-01,0                                                              
EE00A,2017-11-01,0                                                              
EL511,2017-11-01,0                                                              
EL512,2017-11-01,0                                                              
EL513,2017-11-01,0                                                              
EL514,2017-11-01,0                                                              
EL515,2017-11-01,0                                                              
EL521,2017-11-01,0                                                              
EL522,2017-11-01,.455                                                           
EL523,2017-11-01,0                                                              
EL524,2017-11-01,.334                                                           
EL525,2017-11-01,0                                                              
EL526,2017-11-01,0                                                              
EL527,2017-11-01,.217                                                           
EL531,2017-11-01,.512                                                           
EL532,2017-11-01,0                                                              
EL533,2017-11-01,.503                                                           
EL541,2017-11-01,.7                                                             
EL542,2017-11-01,.871                                                           
EL543,2017-11-01,.756                                                           
EL611,2017-11-01,.357                                                           
EL612,2017-11-01,.178                                                           
EL631,2017-11-01,.325                                                           
EL632,2017-11-01,0                                                              
EL633,2017-11-01,.162                                                           
EL641,2017-11-01,.548                                                           
EL642,2017-11-01,.548                                                           
EL643,2017-11-01,.282                                                           
EL644,2017-11-01,.474                                                           
EL645,2017-11-01,0                                                              
EL651,2017-11-01,.162                                                           
EL653,2017-11-01,.334                                                           
ES111,2017-11-01,.882                                                           
ES112,2017-11-01,.936                                                           
ES113,2017-11-01,.935                                                           
ES114,2017-11-01,.931                                                           
ES120,2017-11-01,.801                                                           
ES130,2017-11-01,.587                                                           
ES211,2017-11-01,0                                                              
ES213,2017-11-01,0                                                              
ES220,2017-11-01,.681                                                           
ES230,2017-11-01,.622                                                           
ES241,2017-11-01,.247                                                           
ES242,2017-11-01,.891                                                           
ES243,2017-11-01,.872                                                           
ES300,2017-11-01,.387                                                           
ES411,2017-11-01,0                                                              
ES412,2017-11-01,.776                                                           
ES413,2017-11-01,.75                                                            
ES414,2017-11-01,.881                                                           
ES415,2017-11-01,.955                                                           
ES416,2017-11-01,0                                                              
ES417,2017-11-01,0                                                              
ES418,2017-11-01,.787                                                           
ES419,2017-11-01,.964                                                           
ES421,2017-11-01,.477                                                           
ES422,2017-11-01,.908                                                           
ES423,2017-11-01,.871                                                           
ES424,2017-11-01,.903                                                           
ES425,2017-11-01,.946                                                           
ES431,2017-11-01,.935                                                           
ES432,2017-11-01,.801                                                           
ES511,2017-11-01,.328                                                           
ES512,2017-11-01,.497                                                           
ES513,2017-11-01,0                                                              
ES514,2017-11-01,0                                                              
ES521,2017-11-01,.7                                                             
ES522,2017-11-01,.488                                                           
ES523,2017-11-01,.959                                                           
ES611,2017-11-01,.423                                                           
ES612,2017-11-01,.47                                                            
ES613,2017-11-01,.553                                                           
ES614,2017-11-01,.58                                                            
ES615,2017-11-01,.688                                                           
ES616,2017-11-01,.708                                                           
ES617,2017-11-01,0                                                              
ES618,2017-11-01,.825                                                           
ES620,2017-11-01,.721                                                           
FI193,2017-11-01,0                                                              
FI194,2017-11-01,0                                                              
FI195,2017-11-01,0                                                              
FI196,2017-11-01,0                                                              
FI197,2017-11-01,0                                                              
FI1B1,2017-11-01,0                                                              
FI1C1,2017-11-01,0                                                              
FI1C2,2017-11-01,0                                                              
FI1C3,2017-11-01,0                                                              
FI1C4,2017-11-01,0                                                              
FI1C5,2017-11-01,0                                                              
FI1D1,2017-11-01,0                                                              
FI1D2,2017-11-01,0                                                              
FI1D3,2017-11-01,0                                                              
FI1D5,2017-11-01,0                                                              
FI1D7,2017-11-01,.632                                                           
FI1D8,2017-11-01,0                                                              
FI1D9,2017-11-01,0                                                              
FR101,2017-11-01,0                                                              
FR102,2017-11-01,0                                                              
FR103,2017-11-01,0                                                              
FR104,2017-11-01,0                                                              
FR105,2017-11-01,0                                                              
FR106,2017-11-01,0                                                              
FR107,2017-11-01,0                                                              
FR108,2017-11-01,0                                                              
FRB01,2017-11-01,.78                                                            
FRB02,2017-11-01,.388                                                           
FRB03,2017-11-01,.886                                                           
FRB04,2017-11-01,.783                                                           
FRB05,2017-11-01,.613                                                           
FRB06,2017-11-01,.587                                                           
FRC11,2017-11-01,.373                                                           
FRC12,2017-11-01,.435                                                           
FRC13,2017-11-01,.688                                                           
FRC14,2017-11-01,.373                                                           
FRC21,2017-11-01,0                                                              
FRC22,2017-11-01,.771                                                           
FRC23,2017-11-01,0                                                              
FRD11,2017-11-01,0                                                              
FRD12,2017-11-01,0                                                              
FRD13,2017-11-01,.388                                                           
FRD21,2017-11-01,0                                                              
FRD22,2017-11-01,0                                                              
FRE11,2017-11-01,.795                                                           
FRE12,2017-11-01,0                                                              
FRE21,2017-11-01,0                                                              
FRE22,2017-11-01,0                                                              
FRE23,2017-11-01,.232                                                           
FRF11,2017-11-01,0                                                              
FRF12,2017-11-01,0                                                              
FRF21,2017-11-01,0                                                              
FRF22,2017-11-01,.354                                                           
FRF23,2017-11-01,.066                                                           
FRF24,2017-11-01,0                                                              
FRF31,2017-11-01,0                                                              
FRF32,2017-11-01,0                                                              
FRF33,2017-11-01,0                                                              
FRF34,2017-11-01,0                                                              
FRG01,2017-11-01,.667                                                           
FRG02,2017-11-01,.667                                                           
FRG03,2017-11-01,0                                                              
FRG04,2017-11-01,.36                                                            
FRG05,2017-11-01,.897                                                           
FRH01,2017-11-01,0                                                              
FRH02,2017-11-01,0                                                              
FRH03,2017-11-01,0                                                              
FRH04,2017-11-01,0                                                              
FRI11,2017-11-01,.702                                                           
FRI12,2017-11-01,.715                                                           
FRI13,2017-11-01,.71                                                            
FRI14,2017-11-01,.731                                                           
FRI15,2017-11-01,0                                                              
FRI21,2017-11-01,0                                                              
FRI22,2017-11-01,.691                                                           
FRI23,2017-11-01,.77                                                            
FRI31,2017-11-01,.568                                                           
FRI32,2017-11-01,.769                                                           
FRI33,2017-11-01,.662                                                           
FRI34,2017-11-01,.865                                                           
FRJ11,2017-11-01,0                                                              
FRJ12,2017-11-01,.97                                                            
FRJ13,2017-11-01,0                                                              
FRJ14,2017-11-01,.885                                                           
FRJ15,2017-11-01,0                                                              
FRJ21,2017-11-01,0                                                              
FRJ22,2017-11-01,.888                                                           
FRJ23,2017-11-01,.899                                                           
FRJ24,2017-11-01,.767                                                           
FRJ25,2017-11-01,.585                                                           
FRJ26,2017-11-01,.389                                                           
FRJ27,2017-11-01,.496                                                           
FRJ28,2017-11-01,.611                                                           
FRK11,2017-11-01,.789                                                           
FRK12,2017-11-01,.73                                                            
FRK13,2017-11-01,.55                                                            
FRK14,2017-11-01,.235                                                           
FRK21,2017-11-01,.822                                                           
FRK22,2017-11-01,.477                                                           
FRK23,2017-11-01,.665                                                           
FRK24,2017-11-01,.686                                                           
FRK25,2017-11-01,.675                                                           
FRK26,2017-11-01,.608                                                           
FRK27,2017-11-01,.753                                                           
FRK28,2017-11-01,.527                                                           
FRL01,2017-11-01,.938                                                           
FRL02,2017-11-01,.938                                                           
FRL03,2017-11-01,.962                                                           
FRL04,2017-11-01,.913                                                           
FRL05,2017-11-01,.96                                                            
FRL06,2017-11-01,.996                                                           
FRM02,2017-11-01,.939                                                           
HR021,2017-11-01,0                                                              
HR022,2017-11-01,0                                                              
HR023,2017-11-01,0                                                              
HR024,2017-11-01,0                                                              
HR025,2017-11-01,0                                                              
HR026,2017-11-01,0                                                              
HR027,2017-11-01,0                                                              
HR028,2017-11-01,0                                                              
HR031,2017-11-01,0                                                              
HR032,2017-11-01,0                                                              
HR033,2017-11-01,0                                                              
HR034,2017-11-01,0                                                              
HR035,2017-11-01,.696                                                           
HR037,2017-11-01,0                                                              
HR050,2017-11-01,0                                                              
HR061,2017-11-01,0                                                              
HR062,2017-11-01,0                                                              
HR063,2017-11-01,0                                                              
HR064,2017-11-01,0                                                              
HR065,2017-11-01,0                                                              
HU110,2017-11-01,0                                                              
HU120,2017-11-01,0                                                              
HU211,2017-11-01,0                                                              
HU212,2017-11-01,0                                                              
HU213,2017-11-01,0                                                              
HU221,2017-11-01,0                                                              
HU222,2017-11-01,0                                                              
HU223,2017-11-01,0                                                              
HU231,2017-11-01,.219                                                           
HU232,2017-11-01,0                                                              
HU233,2017-11-01,.25                                                            
HU311,2017-11-01,.617                                                           
HU312,2017-11-01,0                                                              
HU313,2017-11-01,0                                                              
HU321,2017-11-01,0                                                              
HU322,2017-11-01,0                                                              
HU323,2017-11-01,0                                                              
HU331,2017-11-01,0                                                              
HU332,2017-11-01,0                                                              
HU333,2017-11-01,.111                                                           
IE041,2017-11-01,0                                                              
IE042,2017-11-01,0                                                              
IE051,2017-11-01,0                                                              
IE052,2017-11-01,0                                                              
IE053,2017-11-01,0                                                              
IE061,2017-11-01,0                                                              
IE062,2017-11-01,0                                                              
IE063,2017-11-01,0                                                              
IS002,2017-11-01,.922                                                           
ITC11,2017-11-01,.895                                                           
ITC12,2017-11-01,.97                                                            
ITC14,2017-11-01,.681                                                           
ITC15,2017-11-01,.967                                                           
ITC16,2017-11-01,.86                                                            
ITC17,2017-11-01,.752                                                           
ITC18,2017-11-01,.962                                                           
ITC20,2017-11-01,.132                                                           
ITC34,2017-11-01,.501                                                           
ITC41,2017-11-01,.576                                                           
ITC42,2017-11-01,0                                                              
ITC43,2017-11-01,0                                                              
ITC44,2017-11-01,.142                                                           
ITC46,2017-11-01,.318                                                           
ITC47,2017-11-01,.781                                                           
ITC48,2017-11-01,.97                                                            
ITC49,2017-11-01,.774                                                           
ITC4A,2017-11-01,.78                                                            
ITC4B,2017-11-01,.874                                                           
ITC4C,2017-11-01,.149                                                           
ITC4D,2017-11-01,0                                                              
ITF11,2017-11-01,.291                                                           
ITF12,2017-11-01,.514                                                           
ITF13,2017-11-01,.792                                                           
ITF14,2017-11-01,.792                                                           
ITF22,2017-11-01,0                                                              
ITF31,2017-11-01,.366                                                           
ITF32,2017-11-01,0                                                              
ITF34,2017-11-01,0                                                              
ITF35,2017-11-01,.153                                                           
ITF43,2017-11-01,0                                                              
ITF45,2017-11-01,.34                                                            
ITF46,2017-11-01,0                                                              
ITF47,2017-11-01,.214                                                           
ITF48,2017-11-01,0                                                              
ITF51,2017-11-01,0                                                              
ITF52,2017-11-01,.513                                                           
